id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
Cp1	8498.51619743875	7227.2166513772	9769.8157435003	1.35180889335019	0.434891210715032	0.675503820318671	1
CG1598	302.829685224699	257.561770263933	348.097600185466	1.35151113392627	0.434573397032842	0.703775295736267	1
CG4951	57.6567187656669	49.0382953392306	66.2751421921032	1.35149767612503	0.434559031187612	1	1
Thiolase	1326.3667476201	1128.14986549064	1524.58362974957	1.35140168552564	0.434456559624117	0.657355552974167	1
mGluRA	9.8673116910852	8.39281306621883	11.3418103159516	1.35137173036803	0.434424580504392	0.824627935893371	1
Ppt1	182.295945083295	155.058147243604	209.533742922985	1.35132365920635	0.434373259865862	0.356138061009133	1
CG3704	472.842617684753	402.251732194851	543.433503174655	1.35097865261998	0.434004878214591	0.662762930331885	1
CG12576	1164.85253940887	991.067252075729	1338.63782674202	1.35070331901122	0.433710822557783	0.511921258685448	1
Fs	41.9997249041253	35.7337987592109	48.2656510490396	1.35070025368065	0.433707548454457	0.418519256127101	1
cora	45.4430600039258	38.6684417994405	52.2176782084111	1.35039520028362	0.43338168138869	0.765888479540949	1
CG9393	499.604853758051	425.128917987245	574.080789528858	1.35036871226455	0.433353382629527	0.592765710024626	1
l(2)k09913	640.318373801218	544.902818311944	735.733929290491	1.35021127541554	0.433185171828425	0.731870031417177	1
CG33514	8.76447410826692	7.46027828108341	10.0686699354504	1.34963731325961	0.432571765304842	0.812586224373445	1
TM9SF4	510.734040880547	434.765110766977	586.702970994117	1.34947114307103	0.432394126717001	0.633254429981216	1
CoVIb	253.226803100119	215.572637151316	290.880969048922	1.3493408666924	0.432254843888211	0.49159365835246	1
CG9987	442.960965499016	377.196963676705	508.724967321328	1.34869846873252	0.43156783806414	0.540125222402711	1
beta3GalTII	451.592002775077	384.593738390429	518.590267159725	1.34841058341222	0.431259855911776	0.387159686998202	1
simj	489.831669623448	417.247492101587	562.41584714531	1.34791905953117	0.430733867499801	0.812596519628136	1
SppL	431.951257162958	367.948487397023	495.954026928892	1.34788983761672	0.430702590571301	0.807440158186178	1
Pdcd4	1980.15886196956	1686.898640026	2273.41908391313	1.3476915743308	0.430490366626861	0.94263685573748	1
slmo	533.467643294478	454.547215279899	612.388071309058	1.34724853815673	0.430016021320217	0.682579732250811	1
CG8726	73.1262294918945	62.3177241377274	83.9347348460616	1.3468838281154	0.429625420340252	0.846622077711372	1
tilB	2.91768395030787	2.4867594270278	3.34860847358795	1.34657516010314	0.429294757193371	0.852692102641201	1
CG4030	50.1070567776635	42.7094258683607	57.5046876869663	1.34641678078763	0.429125062624407	0.874193541212775	1
CG6984	62.7984510934739	53.5388627985616	72.0580393883862	1.34590156797881	0.428572902829698	0.682886812550667	1
LSm3	876.246146056356	747.416632017155	1005.07566009556	1.34473279967429	0.427319535695761	0.407914154721607	1
CG3457	434.500901433541	370.642484172129	498.359318694952	1.34458228610272	0.427158048345568	0.292228001898796	1
CG2118	225.468930389607	192.336139094603	258.60172168461	1.34453006544658	0.427102016115004	0.974604873240379	1
Ublcp1	114.125054277512	97.3546296956129	130.89547885941	1.34452238448922	0.427093774342629	0.750463365488887	1
CG43090	10.2754053668905	8.76549333485208	11.785317398929	1.34451273290802	0.42708341799715	0.487494652956378	1
CG9099	727.306076926173	620.4331312266	834.179022625745	1.34451076295131	0.427081304183882	0.459977619120588	1
CG7039	250.353647342394	213.595596677744	287.111698007044	1.34418359962829	0.426730206705066	0.462682035228581	1
Mcm6	602.297229060024	513.866792810038	690.72766531001	1.34417649666137	0.426722583161499	0.592968487508207	1
Pgk	2057.6599403876	1755.79090676851	2359.52897400669	1.34385533317822	0.426377839500719	0.870902367162493	1
CG2129	358.797381901705	306.17558154438	411.419182259031	1.34373610130433	0.426249832519386	0.426481709081883	1
CG3770	108.587755901164	92.666887988413	124.508623813915	1.3436150335542	0.426119842924372	0.384869602029708	1
mRpL51	522.471248236331	445.917092402766	599.025404069896	1.3433560055797	0.425841687060411	0.528384649754737	1
Csk	250.863968793695	214.120351862619	287.607585724771	1.34320527321617	0.425679799196307	0.949492472826587	1
FucT6	639.188364177355	545.572975504642	732.803752850068	1.34318191287287	0.42565470835936	0.584391290429914	1
ligatin	314.268020574568	268.267536513624	360.268504635512	1.34294484273991	0.425400051794598	0.737348395083353	1
CG5287	14.6650228168952	12.5207002569166	16.8093453768738	1.34252438217967	0.424948289871965	0.954822777208071	1
Hen1	302.432088889161	258.24362723384	346.620550544482	1.34222305602383	0.424624444324067	0.290706917961773	1
Glut4EF	42.4281448070531	36.2318179354583	48.6244716786479	1.34203786752476	0.424425379823808	0.901446567163561	1
pre-mod(mdg4)-Y	10.2639831095472	8.76549333485208	11.7624728842424	1.34190654591843	0.424284201765561	0.581283997923386	1
CG11985	527.458616631523	450.477826975247	604.4394062878	1.34177393446051	0.424141623023975	0.393362460840305	1
CTCF	149.20577442519	127.456452185279	170.955096665101	1.34128240457053	0.423613026041243	0.646498104267094	1
EF-G2	21.9015674063117	18.7125310429633	25.0906037696601	1.34084500445466	0.423142477937136	0.878933601620075	1
CG14406	1.09141532547499	0.932534785135426	1.25029586581455	1.34074984198362	0.423040083330214	0.883627246671131	1
CG5910	1.09141532547499	0.932534785135426	1.25029586581455	1.34074984198362	0.423040083330214	0.883627246671131	1
CG9129	1.09141532547499	0.932534785135426	1.25029586581455	1.34074984198362	0.423040083330214	0.883627246671131	1
CG9777	1.09141532547499	0.932534785135426	1.25029586581455	1.34074984198362	0.423040083330214	0.883627246671131	1
S-Lap5	1.09141532547499	0.932534785135426	1.25029586581455	1.34074984198362	0.423040083330214	0.883627246671131	1
Las	127.079125510494	108.58181467597	145.576436345018	1.34070734385355	0.422994353089337	0.419948567375194	1
snapin	148.683742964107	127.057035908019	170.310450020196	1.3404251783702	0.422690691303388	0.205412756922251	1
CG5555	203.826680231061	174.195162345351	233.45819811677	1.34021057171454	0.422459692400595	0.843311422823892	1
CG1416	497.185608605669	424.931712189271	569.439505022066	1.34007297805166	0.422311569493754	0.888516297528645	1
CG33228	70.6291628755809	60.3774512228881	80.8808745282736	1.33958742693022	0.421788740405891	0.735240070873157	1
Rpt1	1840.44564657806	1573.37173291918	2107.51956023693	1.33949245187386	0.421686451523825	0.659597485312251	1
Hs6st	60.2977647887506	51.5501225477812	69.04540702972	1.33938395521218	0.421569590891195	0.848850645500232	1
CG1764	93.1616752658874	79.6615365595627	106.661813972212	1.33893744181625	0.421088556263542	0.503389551917031	1
mip130	98.3443656361707	84.1253364601618	112.56339481218	1.33804391814213	0.420125469825422	0.546858909159616	1
CG4592	215.416611915689	184.277570511181	246.555653320196	1.33795801972132	0.420032850142302	0.520141204316196	1
Start1	324.920819361196	277.977264410821	371.864374311571	1.33775103909935	0.419809649554414	0.59799738097882	1
CG14231	391.668463641099	335.147663450937	448.189263831261	1.33728894069068	0.419311214320352	0.694765083121642	1
CycT	24.8008642780397	21.2243582515139	28.3773703045655	1.33701900280266	0.419019970333535	0.916121951054367	1
c12.1	456.424930423965	390.665234950175	522.184625897756	1.33665496486872	0.418627105884401	0.918633366662346	1
CG10703	419.257751654267	358.858781129479	479.656722179055	1.33661692956035	0.418586052558792	0.711659886668325	1
CG4061	257.570356598933	220.484320665117	294.656392532749	1.33640519944404	0.418357500773805	0.543280614345969	1
Syx16	311.803488428298	266.922217446914	356.684759409681	1.33628726308861	0.418230178833393	0.301838232410575	1
Ras85D	648.078310067269	554.813088461323	741.343531673214	1.33620411466716	0.41814040655848	0.770401061452473	1
par-1	354.652810462245	303.616955226993	405.688665697498	1.33618580488759	0.418120637416267	0.884512110306832	1
uif	3.63080800254205	3.10844928378475	4.15316672129935	1.336089587488	0.41801674665285	0.883854891258955	1
CG8494	129.872262061796	111.230680569344	148.513843554247	1.33518776289119	0.417042637451636	0.704714603853996	1
CG17691	1198.57350180365	1026.57544080123	1370.57156280607	1.33509093275828	0.416938006910379	0.465411318194728	1
CG12262	1685.39786265553	1443.55052376028	1927.24520155079	1.33507291212125	0.416918533735548	0.575918936111566	1
CG10592	2.77255097503703	2.37478852372737	3.17031342634669	1.33498768192239	0.41682643006903	0.923819151846901	1
CG31013	2.77255097503703	2.37478852372737	3.17031342634669	1.33498768192239	0.41682643006903	0.923819151846901	1
La	2898.10009481035	2482.7235363901	3313.47665323059	1.33461362276704	0.416422135022422	0.581044215732241	1
CG15514	439.736928858655	376.749080063503	502.724777653808	1.33437559441173	0.416164807397042	0.509037688726119	1
Hsf	805.258733146996	689.913656721346	920.603809572646	1.3343753969846	0.416164593943533	0.575839096020193	1
CG10175	5.07878535413413	4.35182899729865	5.8057417109696	1.33409233556131	0.415858522179426	0.884196254795585	1
CG14797	2.53939267706706	2.17591449864933	2.9028708554848	1.33409233556131	0.415858522179426	0.894095066914298	1
CG34254	2.53939267706706	2.17591449864933	2.9028708554848	1.33409233556131	0.415858522179426	0.894095066914298	1
Eip78C	2.53939267706706	2.17591449864933	2.9028708554848	1.33409233556131	0.415858522179426	0.894095066914298	1
Rtnl2	2.53939267706706	2.17591449864933	2.9028708554848	1.33409233556131	0.415858522179426	0.894095066914298	1
egh	79.9947620644161	68.5463224825061	91.4432016463261	1.33403512157291	0.415796649320148	0.715694366298775	1
l(1)G0004	160.377571991059	137.441925679227	183.313218302891	1.33375036326777	0.415488663990312	1	1
CG12054	746.434596458248	639.747289026111	853.121903890384	1.3335295334961	0.415249776412308	0.847799509222237	1
Tpc2	3.49598201705163	2.99647838048432	3.99548565361894	1.33339378639974	0.415102909300348	1	1
CG3847	232.471941494909	199.271662190812	265.672220799007	1.33321626305608	0.414910821186098	0.670432513363736	1
CG6693	686.239034817051	588.243965587166	784.234104046936	1.33317832383395	0.414869765951522	0.528228541912195	1
Pex13	709.051503538767	607.88736318816	810.215643889373	1.33283843842397	0.414501913051984	0.377010793275345	1
Su(dx)	402.748297146446	345.318642965649	460.177951327243	1.33261832426759	0.41426363674077	0.745152449041205	1
CG11843	3.26282371908167	2.79760435540628	3.72804308275705	1.33258410023302	0.414226585262423	0.840640093619108	1
gkt	813.5069942446	697.536041468775	929.477947020425	1.33251601603733	0.414152873411298	0.577056612276903	1
CG10103	126.176259384524	108.209134407337	144.143384361711	1.33208148416662	0.41368233556797	0.594287055934419	1
CG9394	34.4751201301413	29.5670357546871	39.3832045055954	1.33199705348725	0.413590891024767	0.74357226250326	1
CG3313	1008.38970665856	864.922710040114	1151.85670327702	1.33174524140266	0.413318125864675	0.245984070549431	1
CG9117	158.417017548958	135.88603281023	180.948002287685	1.33161590301474	0.413178005287041	0.459913839959075	1
BARI1|Drosophila_fruit_fly_genus	7.34852606022035	6.30380168934711	8.39325043109358	1.33145851419747	0.413007477520362	0.921759791611377	1
CG17272	609.995654079706	523.277375556065	696.713932603346	1.33144287360595	0.41299053013814	0.434908432252884	1
CG11808	51.0750439407707	43.8157668970513	58.33432098449	1.33135455831576	0.41289483226063	0.602712812624721	1
CG17556	2238.24271557506	1920.12764712959	2556.35778402053	1.33134783400575	0.412887545581703	0.257048887935769	1
png	928.361786085718	796.64043337715	1060.08313879429	1.33069210948827	0.412176804534405	0.35971408992538	1
mei-218	26.7460722615544	22.9523891369615	30.5397553861472	1.33056978094569	0.412044173632886	0.8359364622	1
CG10585	287.141569946183	246.421488405353	327.861651487012	1.33049132041477	0.411959098834085	0.743895222678819	1
Ppox	252.584000831157	216.767549528889	288.400452133425	1.33045953031355	0.411924627380868	0.767361576762897	1
Sin1	118.667555438996	101.843497377735	135.491613500258	1.33039042245106	0.411849687739551	0.710164211388381	1
Hmgcr	377.001396000627	323.596265537888	430.406526463366	1.33007260064617	0.411504995902073	0.629818556927524	1
CG2658	574.574244930328	493.190589297817	655.957900562839	1.33002923169471	0.411457953965232	0.629450803349775	1
PP2A-B1	547.115026141809	469.693381875771	624.536670407846	1.32966887443398	0.411067018140603	0.932625988737185	1
fbl	366.962210281171	315.093149795473	418.831270766868	1.32923001035957	0.41059077059833	0.850962980625593	1
CG8801	1384.10875360477	1188.53901649073	1579.67849071881	1.32909266654363	0.410441695210261	0.68445196061298	1
dnk	2437.29626471981	2093.1395746871	2781.45295475252	1.3288425618575	0.410170187622271	0.512224208621996	1
Syx17	228.531067545603	196.275183810327	260.786951280878	1.32868020407966	0.409993908597132	0.364404758934679	1
CG2202	389.241213712164	334.338799346311	444.143628078017	1.32842382920078	0.409715507177475	0.605862882130921	1
Tip60	96.0244467620944	82.4842086964918	109.564684827697	1.32831103745991	0.409593007874036	0.660234135555003	1
Kap3	233.058017960692	200.232601211679	265.883434709705	1.32787284937992	0.409117007866015	0.881893111299641	1
CG9018	64.2062767827075	55.1682907850225	73.2442627803925	1.32765147765421	0.408876473905656	0.868585863267248	1
CG17273	2520.46431352129	2165.74024924284	2875.18837779974	1.327577662559	0.408796260360068	0.538135869598763	1
CG33054	109.66768919842	94.2461804118282	125.089197985012	1.32726013339117	0.408451156219516	0.510856735710423	1
Aats-met	294.380036518211	252.999367464347	335.760705572075	1.32712073131721	0.408299622064293	0.804436108753906	1
Noa36	375.921364296627	323.086546584432	428.756182008822	1.32706293883635	0.408236795270134	0.639513088964502	1
CG42359	316.827560236736	272.331920136962	361.323200336509	1.32677506241204	0.407923801115125	0.567958551174843	1
CG8379	55.1286991425709	47.3971675755606	62.8602307095813	1.32624445562848	0.407346719958878	0.888171121206408	1
CG3735	14.6639006159737	12.6076033786942	16.7201978532531	1.32619954411866	0.407297864177183	0.812292370968684	1
CG12118	240.307906860668	206.633337572908	273.982476148428	1.32593549214563	0.407010588855167	0.619537793675929	1
CG13364	1515.19781782571	1303.20238146403	1727.19325418739	1.32534537900939	0.406368368471402	0.328092009117564	1
Klp10A	318.137647218485	273.675570976568	362.599723460403	1.32492542964841	0.405911163220072	0.6254537981631	1
DMRT1B|Drosophila_fruit_fly_genus	247.37089465803	212.811800354641	281.929988961418	1.32478550762502	0.405758795800214	0.373156774497944	1
Arp8	841.244785341048	723.929456145214	958.560114536882	1.32410707479846	0.405019791355603	0.388768671402035	1
per	5.77937188146214	4.9735188540556	6.58522490886867	1.32405749371973	0.404965768748946	0.79598655376684	1
CG7656	341.267935252527	293.6933170733	388.842553431754	1.32397480918746	0.404875672744779	0.592664410980229	1
CG6695	172.036253963944	148.084188361559	195.98831956633	1.32349254660335	0.404350070157326	0.781789648573718	1
CG42388	315.624142234845	271.688498952892	359.559785516799	1.32342659664494	0.404278178518172	0.942928189753613	1
fy	314.00679238205	270.304744100346	357.708840663755	1.32335391246764	0.404198941798833	0.423482849924331	1
Pdp	612.310638220038	527.107785822698	697.513490617377	1.32328436304297	0.404123118358191	0.512447638448385	1
ial	462.51912387934	398.17064411299	526.867603645689	1.32322061265817	0.404053613585019	0.378627231861272	1
CG17270	290.047765604775	249.715443709902	330.380087499647	1.32302625176621	0.403841688160184	0.510962408802232	1
CG31028	4.33250979743293	3.7301391405417	4.93488045432416	1.32297489943163	0.403785689878851	0.884634589516863	1
CG3209	1008.28940511381	868.199938698663	1148.37887152895	1.32271245405782	0.403499466610591	0.645106944314984	1
ksh	149.78063555079	128.985609045649	170.575662055932	1.32243948234228	0.403201703040729	0.596502107124749	1
CG4768	288.027591151103	248.062616169023	327.992566133184	1.32221683056708	0.402958784056423	0.798905906148342	1
RhoGAP54D	73.210853210105	63.0630846749939	83.3586217452161	1.32182912039299	0.402535684337402	0.737438055244332	1
CG13800	20.7324198812008	17.8668993796055	23.597940382796	1.32076304239629	0.40137165642258	0.548127412582102	1
viaf	978.675739565626	843.444315331685	1113.90716379957	1.32066473571705	0.401264270137129	0.609018378836504	1
lat	334.894903903619	288.622863547362	381.166944259877	1.32064015849295	0.40123742171126	1	1
CG44008	5.51083517804416	4.74957704745473	6.27209330863359	1.32055828255166	0.401147975940981	0.842745688987967	1
CG1360	18.5952746254792	16.0268975908575	21.163651660101	1.32050832296912	0.401093394627634	0.899857201784006	1
CG17834	108.382926647378	93.4139167527841	123.351936541972	1.32048779057641	0.40107096219694	0.887622794555302	1
CG9773	325.406441824721	280.525859178103	370.287024471338	1.31997465601289	0.400510229587113	0.546789991139099	1
CG10050	227.368555154207	196.014474444995	258.72263586342	1.31991597353196	0.400446089866099	0.44150207533481	1
CG33093	2.88453244584086	2.4867594270278	3.28230546465391	1.31991274627516	0.400442562404379	0.881173905374418	1
Syx8	289.421793455957	249.528269462033	329.31531744988	1.31975153821193	0.400266347515975	0.410982903976427	1
DNApol-iota	147.022561249202	126.761227211059	167.283895287346	1.31967715182196	0.400185029254668	1	1
CG30491	68.0794176395059	58.7112556776953	77.4475796013165	1.31912660881377	0.399583040057081	0.643046195879951	1
SdhB	169.401576792076	146.095448110779	192.707705473373	1.31905345419968	0.399503030507711	0.959269318792658	1
Men-b	213.180155588102	183.854754679502	242.505556496701	1.31900617375623	0.399451317301102	0.545477384798106	1
ida	82.1296345149983	70.8342078844558	93.4250611455408	1.31892575544764	0.399363355141227	0.838333037514968	1
CG10621	16.7804282579896	14.4726729489651	19.0881835670142	1.31891210658354	0.3993484253771	0.840731692968177	1
Pgd	2391.14791871119	2062.43612544088	2719.85971198149	1.31876070169207	0.399182801281763	0.400208816185278	1
SCAP	158.351485583486	136.596294015869	180.106677151103	1.31853267651741	0.398933325214962	1	1
CG4585	1255.19156376543	1082.77653749748	1427.60659003339	1.31846834558576	0.398862934710515	0.534418384894023	1
lsn	63.4739100684035	54.7571747305527	72.1906454062543	1.31837783379964	0.398763891462521	0.58182219533926	1
CG4557	272.145789261363	234.784855597631	309.506722925095	1.31825675952252	0.398631394331712	0.980560356273956	1
Coq2	234.467752171356	202.28150857561	266.653995767101	1.31823218862059	0.398604503782157	0.560888595417871	1
CG13516	12.3495861480771	10.6556306866458	14.0435416095085	1.31794560289225	0.398290825537823	0.997015276591967	1
Jafrac2	401.554161876328	346.511887116118	456.596436636538	1.31769342874962	0.398014755573947	0.721604242654028	1
CG5276	98.2894178454149	84.8222296614872	111.756606029343	1.31753912241339	0.397845801235388	0.927251979808232	1
Src64B	387.042348489358	334.103157762501	439.981539216215	1.31690326473651	0.397149373984269	0.732754032937526	1
NELF-B	372.782087747228	321.818099089395	423.746076405061	1.31672543466038	0.396954544265562	0.63172640315321	1
CG1116	338.934318351685	292.598675821818	385.269960881552	1.31671806032426	0.396946464412573	0.514291290144075	1
capu	24.7860823512905	21.3981644950691	28.1740002075119	1.31665499692762	0.396877365771676	0.797924486137965	1
CHMP2B	301.202511473643	260.046861463856	342.35816148343	1.31652487384861	0.396734779294372	0.412812498270062	1
ens	313.72620871304	270.866266843952	356.586150582128	1.31646570367347	0.396669937043135	0.785645881513546	1
CG9331	49.1275737196201	42.423648721505	55.8314987177352	1.31604660137197	0.396210575986447	0.951773886959819	1
pallidin	349.066231977441	301.499539614389	396.632924340493	1.31553409616405	0.395648640924423	0.296865790386076	1
asrij	353.602655268759	305.455288788636	401.750021748881	1.31524984668665	0.395336881903595	0.562796700821894	1
Dat	12.5359437832558	10.829436930201	14.2424506363106	1.3151607722643	0.395239173031434	0.305166919592185	1
Asap1	376.780312466505	325.511470671205	428.049154261805	1.31500482418997	0.395068092158015	0.706647948136141	1
CG13982	43.6122814404001	37.6857714512594	49.5387914295408	1.31452241845736	0.394538746536755	0.340020923186193	1
CG9065	232.048662902172	200.540109685848	263.557216118495	1.31423692014213	0.394225376652241	0.428178732592105	1
PI4KIIIalpha	462.185833786529	399.530999411118	524.84066816194	1.31364191748705	0.393572068453873	0.990993823716654	1
RpS16	8916.15615943304	7707.95346918958	10124.3588496765	1.31349506586227	0.393410781004929	0.443049428592075	1
cin	411.305781340349	355.586557152244	467.025005528455	1.31339331067147	0.393299012487817	0.512851888732593	1
CG14860	55.8406871271663	48.2795667976504	63.4018074566823	1.31322237671295	0.393111238101331	0.756456714708297	1
spn-A	393.628379449938	340.341787657385	446.914971242492	1.31313575778826	0.393016076141884	0.317938870582421	1
CG9104	232.665674609549	201.186867324128	264.144481894969	1.31293103475492	0.392791136771423	0.466148621427672	1
CG6479	133.965942785775	115.843218931975	152.088666639575	1.31288363740034	0.392739053942312	0.56841961266709	1
cyc	251.230567764047	217.250532473718	285.210603054376	1.31281889073795	0.392667903697567	0.598912100072995	1
Ccdc56	385.975383576051	333.778944829809	438.171822322293	1.31276052342281	0.39260376072351	0.628849622309262	1
CG1213	6.46965141900972	5.59520871081255	7.34409412720689	1.3125683967811	0.392392602303264	0.77855490839615	1
CG15011	194.831646148903	168.499682508447	221.163609789359	1.3125461514046	0.392368151336439	0.666935464335169	1
CG13822	1148.52713939608	993.301665460424	1303.75261333174	1.31254447532554	0.392366309060275	0.402983781812993	1
Vha44	262.426076330527	226.975296602333	297.876856058721	1.31237566606471	0.392180748913164	0.702419828011348	1
CG6785	25.9460206533219	22.442670183505	29.4493711231388	1.31220442497897	0.391992491243768	0.874592848822606	1
NnaD	5.38965835087803	4.66267392567713	6.11664277607893	1.31183155279096	0.391582480965929	0.805106095128672	1
crq	387.647583553324	335.431772370688	439.863394735959	1.31133491507734	0.391036197088115	0.501613928827391	1
Smu1	74.8418179599665	64.7660477789187	84.9175881410142	1.31114358607898	0.390825686765549	0.456236039350192	1
Hand	1.43655509424878	1.2433797135139	1.62973047498366	1.31072628680574	0.390366445364298	0.869715531284077	1
Nek2	253.485253327524	219.401379190844	287.569127464205	1.3106988138578	0.39033620602178	0.362295274884105	1
aay	128.036696374642	110.832932519188	145.240460230096	1.31044498172916	0.390056784225106	0.744706688132395	1
HDAC4	655.322632392387	567.308720936717	743.336543848057	1.31028576930862	0.389881493444282	0.79698046832912	1
CG42488	50.6123077275099	43.8157668970513	57.4088485579684	1.31023265421452	0.389823009686126	0.873535726454926	1
CG5924	190.495780316209	164.918281829938	216.07327880248	1.31018390687148	0.389769333067595	0.501471097307059	1
CG6126	404.814380138466	350.46596806326	459.162792213672	1.31014944118851	0.389731381049055	0.721457462605554	1
ver	80.1515241435862	69.403653923073	90.8993943640994	1.30972058711566	0.389259063229461	0.397236519426986	1
Cenp-C	18.247897388221	15.8029557842566	20.6928389921855	1.30942839268084	0.388937166714912	0.667351385297089	1
CG6650	599.643771987885	519.324962836027	679.962581139742	1.3093200400506	0.388817781591504	0.541492001561165	1
CG12948	694.6095899754	601.670464620591	787.548715330208	1.30893697071674	0.388395628815862	0.410302867508855	1
yps	1145.77926196402	992.502810718426	1299.05571320962	1.30886854846214	0.388320212634871	0.8905110380119	1
l(1)G0222	1299.84052880911	1126.00235522772	1473.67870239049	1.30877053280449	0.388212171228934	0.872866372826322	1
CG7550	68.7342940024539	59.5568873410531	77.9117006638548	1.30818960060308	0.387571650948066	0.806985596036575	1
Amun	600.753278965676	520.548279449332	680.95827848202	1.30815585290644	0.387534432900639	1	1
CG1486	518.872124579292	449.635531766098	588.108717392486	1.30796762231509	0.387326828524379	0.66364681068293	1
robls54B	1.79311712036587	1.55422464189238	2.03200959883936	1.30741048885009	0.386712176519909	0.889652592294796	1
Arp1	983.773285110818	852.711164296994	1114.83540592464	1.3074009730408	0.386701676022211	0.878756778485775	1
Hexim	839.964286917868	728.092442667539	951.836131168197	1.30730120983116	0.386591584793601	0.272735402232962	1
CG3149	341.001709455681	295.595154202303	386.408264709059	1.30722124235029	0.38650333258676	0.522968581235431	1
yemalpha	497.158339227493	430.961436508972	563.355241946015	1.30720568993251	0.386486168292951	0.814343956645918	1
CG6540	505.967639513354	438.657356373865	573.277922652843	1.30689230289402	0.386140257826156	0.704958502596492	1
CG11807	24.3175282868662	21.0873195666907	27.5477370070418	1.30636503705079	0.385558084906599	0.820313943759739	1
D19B	164.678441408907	142.824892360648	186.531990457166	1.30601877147684	0.385175632965454	0.803277232341456	1
ea	274.039613076405	237.702794179338	310.376431973473	1.30573320791217	0.384860150374836	0.401538344962344	1
CG7277	599.926427679469	520.443003641927	679.409851717012	1.30544525906329	0.384541962718767	0.46429946659688	1
lin19	1544.98620537472	1340.42352046861	1749.54889028083	1.30522097200233	0.384294073633964	0.994491279505702	1
Tre1	458.501389945382	397.836399630193	519.166380260571	1.30497455924887	0.384021681428683	0.557730812067298	1
CG13163	62.1596153663736	53.9366108487177	70.3826198840294	1.30491365283295	0.383954345683171	0.621814661045145	1
CG17598	199.026773707275	172.739540602445	225.314006812104	1.30435687177527	0.383338644646898	0.608358702899384	1
dgt4	221.996045773381	192.682083354609	251.310008192154	1.30427284061304	0.383245698269337	0.405155157066931	1
CG1677	672.940531054727	584.154514182305	761.726547927148	1.30398127453214	0.382923152288635	0.677018049476878	1
CG4935	241.983291163796	210.064331562281	273.90225076531	1.30389699540259	0.382829904774968	0.450234036430473	1
CG2218	200.830460130846	174.343900807383	227.317019454308	1.30384268334944	0.382769810026725	0.841680603547803	1
Rab21	516.141278661509	448.079638897101	584.202918425917	1.30379260227907	0.382714394522663	0.48904419930214	1
GstE13	430.537437280741	373.776001237437	487.298873324046	1.30371899670063	0.382632944911425	0.368718786960123	1
Tsp3A	107.652471013251	93.4640523158297	121.840889710673	1.30361231609083	0.382514887351148	1	1
wal	787.072409335507	683.355818575084	890.789000095931	1.30355076503684	0.382446767791614	0.92564323863861	1
AlkB	627.569953970791	544.924549639258	710.215358302325	1.30332788047903	0.38220007088642	0.482902674191057	1
NKAIN	186.586928067228	162.022074575545	211.151781558911	1.3032284774286	0.38209003429539	0.725078321733459	1
CycE	1254.81876241004	1089.63516683454	1420.00235798553	1.30319064693069	0.382048154713377	0.940122871292068	1
Spn27A	338.566175890604	294.004162001678	383.128189779531	1.30313866025252	0.381990601799714	0.614556182002406	1
Ahcy13	3936.46534041237	3418.51386323172	4454.41681759302	1.30302727904751	0.381867287232682	0.627617507256839	1
CG7381	5.36792910375431	4.66267392567713	6.07318428183149	1.30251104379973	0.38129560495488	0.852044936214334	1
rush	637.198525026922	553.492837176137	720.904212877706	1.30246349086591	0.381242933129574	0.591353887422275	1
opm	978.190396723407	849.706344780987	1106.67444866583	1.30241989537112	0.3811946430568	0.389309402117251	1
Rab18	721.750745059291	627.221584087881	816.279906030701	1.30142190055171	0.380088736968683	0.418220737523447	1
CG2147	409.526144968115	355.922469862145	463.129820074085	1.30120984003472	0.379853637509835	0.538613013720205	1
CG9175	308.169530297079	267.844720681945	348.494339912212	1.30110587591545	0.379738364394845	0.743056006891697	1
Jheh1	153.103796817526	133.076728677615	173.130864957437	1.30098527877744	0.379604637417018	0.757888653868521	1
CG9186	410.87997059333	357.15414979845	464.605791388211	1.30085508358337	0.379460253492694	0.613646643742318	1
CG17221	187.191398950485	162.730667554079	211.65213034689	1.30062841582428	0.379208848897681	0.655699878766837	1
Mcm5	830.629942704627	722.179693932453	939.080191476802	1.30034145153441	0.378890504602515	0.716451848840706	1
CG7655	160.036689281363	139.143220556047	180.930158006679	1.30031601456141	0.378862282666117	0.407551017578105	1
CG12012	210.457891555797	183.020822793353	237.894960318241	1.29982455923524	0.37831691202156	0.298741803418269	1
CG32533	209.535014617973	182.226994920146	236.843034315799	1.29971431740718	0.378194547751375	0.800519425956414	1
CG12264	369.344948784443	321.223145241265	417.466752327621	1.29961604109837	0.378085456005525	0.92805769060334	1
Rpn7	1703.03865115367	1481.19116432981	1924.88613797753	1.29955280880202	0.378015260550237	0.772646003390006	1
Rrp4	518.208154701366	450.753572571998	585.662736830733	1.29929693843344	0.377731178784111	0.5408414409409	1
ldlCp	131.415068080489	114.314062071606	148.516074089373	1.29919339229099	0.377616200094736	0.664152981507294	1
CG4991	4926.64527748477	4285.69605443805	5567.59450053149	1.29911090982898	0.377524604172849	0.521203095476032	1
zuc	118.483848965414	103.073509086935	133.894188843893	1.29901649832221	0.377419754031743	0.366036763234721	1
CG33156	286.09220652563	248.886516505067	323.297896546193	1.29897714462812	0.377376046935337	0.865648514606871	1
